0.641219,0.64217,0.221047,0.545142,0.628093,1.00052
0.633906,0.632777,0.166316,0.353002,0.855258,1.00009
0.775069,0.778318,0.278732,0.109951,0.355939,0.998827
0.825263,0.823627,0.145265,0.379974,0.838116,0.998517
0.60277,0.602829,0.14334,0.305072,0.742551,1.00191
0.654183,0.65499,0.292312,0.206715,0.638593,1.00138
0.783712,0.784286,0.238784,0.0539767,0.62571,0.999975
0.678227,0.685269,0.325658,0.279306,0,1.00148
0.824155,0.821748,0.373294,0.215122,0.924916,0.998179
0.721108,0.720411,0.301273,0.11537,0.786605,1.00037
0.708476,0.705824,0.289412,0.181761,0.983705,1.0005
0.865374,0.868494,0.222736,0.0482524,0.344293,0.998863
1,1,0.129652,0.604676,0.628524,0.996897
0.928532,0.925738,0.289829,0.243109,0.941026,0.99828
0.979612,0.983313,0.250811,0.0207594,0.263338,0.997411
0.905817,0.902862,0.165501,0.239779,0.963934,0.998113
0.839224,0.837441,0.0974606,0.715117,0.860603,1.00102
0.815512,0.812797,0.123154,0.667489,0.956554,1.0008
0.827258,0.824622,0.0687125,0.590494,0.945877,0.999497
0.874349,0.871478,0.0458913,0.36479,0.954886,0.998638
0.860609,0.857774,0.0300125,0.379377,0.968783,0.999107
0.88133,0.87844,0.417232,0.78975,0.962016,0.998474
0.839889,0.836999,1,0.468402,0.967862,0.99831
0.747812,0.74616,0.581473,0.193894,0.863482,0.999361
0.862382,0.860427,0.178011,0.4283,0.871263,0.998071
0.865817,0.864515,0.546418,0.156426,0.79387,0.998631
0.824155,0.822522,0.538851,0.0530484,0.842647,1.00046
0.902936,0.900984,0.00948691,0.550398,0.856203,0.999438
0.94615,0.944745,0.550248,0.140514,0.788061,0.99687
0.9959,0.992817,0.145837,0.413881,0.939748,0.996054
0.99036,0.988397,0.00387021,0.720928,0.842347,0.995656
0.965429,0.962316,0.244938,0.286977,0.958609,0.996071
0.967645,0.965411,0.55311,0.116173,0.864454,0.995941
0.934958,0.932037,0.0736382,0.451888,0.94827,0.998073
0.921219,0.918444,0.518293,0.126461,0.944024,0.999488
0.841994,0.839651,0.331306,0.305925,0.923631,1.00108
0.883767,0.881313,0.623522,0.138412,0.915425,1.00062
0.927867,0.929163,0.0527974,0.623256,0.511621,1.00108
0.783712,0.782738,0.168074,0.251999,0.796351,1.00384
0.789141,0.788706,0.0505303,0.63571,0.728952,1.00449
0.751579,0.748923,0.167355,0.563875,0.974259,1.00316
0.698615,0.69621,0.175709,0.713863,0.957578,1.00118
0.768089,0.765499,0.196221,0.753276,0.967178,1.00045
0.621385,0.621063,0.0851868,0.418838,0.769846,1.00309
0.622604,0.621063,0.0779883,0.389919,0.888084,1.00436
0.52144,0.522268,0.175586,0.215792,0.67697,1.00559
0.301717,0.303901,0.132775,0.300544,0.602353,1.00789
0.339612,0.339706,0.313839,0.376155,0.799859,1.00559
0.461274,0.45983,0.130434,0.47813,0.927163,1.0026
0.528089,0.526467,0.0237376,0.629137,0.919032,1.00233
0.580942,0.579401,0.0461595,0.891199,0.913615,1.00106
0.614404,0.612333,0.154861,0.376626,0.94318,1.00034
0.691302,0.690795,0.172032,0.416802,0.770729,0.99891
0.626814,0.624599,0.0772845,0.700027,0.965367,0.999132
0.726094,0.725384,0.712661,0,0.779292,0.99802
0.724432,0.723947,0.116129,0.394541,0.755675,0.999561
0.719114,0.716543,0.211179,0.363268,0.97091,0.999715
0.696399,0.69422,0.0935134,0.462581,0.935767,1.00058
0.649972,0.647917,0.0952093,0.594024,0.93707,1.00044
0.557341,0.555973,0.246488,0.262716,0.891986,0.999107
0.490526,0.489557,0.290502,0.23751,0.860403,0.998796
0.536731,0.536523,0.173357,0.0989542,0.77641,0.99801
