70761.7,70762.8,0.45648,12.835,-1.05905,0.998885
70737.6,70737.7,1.88395,9.015,-0.150628,0.999008
70734.1,70734.3,5.83306,4.19528,-0.264679,0.999403
70759.8,70760.1,0.81113,11.0424,-0.246782,0.999301
70759.1,70759.9,7.74693,4.2472,-0.819568,1.00022
70811.9,70812.5,4.07761,6.72148,-0.638706,0.999345
70791,70791.5,6.34933,5.43479,-0.423459,0.999471
70784.3,70785.5,1.57495,12.3292,-1.25056,0.999594
70785.1,70785.5,2.27496,6.52159,-0.357332,0.999566
70741,70741.2,1.1041,11.2264,-0.263636,1.00027
70704.4,70705.6,6.1607,1.08441,-1.19409,1.00116
70707.5,70710.3,7.86575,1.05388,-2.76382,1.00091
70702.5,70702.9,3.86226,5.35516,-0.411692,1.00107
70706.4,70706.8,0.68555,11.7766,-0.399133,1.00087
70702.5,70702.8,0.17106,11.9786,-0.255554,1.00106
70684.2,70684.6,1.00748,13.8207,-0.447139,1.00133
70629.7,70630.2,2.74329,5.86158,-0.501335,1.00199
70616,70616.2,3.95885,2.86676,-0.211342,1.00205
70621.5,70622.6,2.16468,7.6106,-1.06937,1.00187
70642.1,70643,8.21641,1.33943,-0.873569,1.00184
